code,name,service_Charge,purchase_amount,recent1Month,recent3Month,recent6Month,recent1Year,recent3Year,from_Build,type,fund_scale,establishment_date,company
000644,招商招金宝货币A,0.00%,100元起购,0.11%,0.46%,1.01%,2.13%,8.59%,18.46%,货币型,34.18亿元（2019-12-31）,2014-06-18,招商基金
000646,华润元大量化优选混合A,0.15%,100元起购,0.24%,-7.70%,-3.89%,3.91%,-7.59%,21.06%,混合型,1.31亿元（2019-12-31）,2014-08-18,华润元大基金
000639,宝盈祥瑞混合A,0.12%,100元起购,0.91%,-2.96%,0.27%,-4.04%,-1.73%,46.04%,混合型,0.20亿元（2019-12-31）,2014-05-21,宝盈基金
000641,诺安理财宝货币B,暂停申购,暂停申购,0.19%,0.58%,1.27%,2.56%,10.60%,22.22%,货币型,35.46亿元（2019-12-31）,2014-05-13,诺安基金
000638,富国富钱包货币,0.00%,100元起购,0.19%,0.61%,1.23%,2.47%,10.65%,23.40%,货币型,501.69亿元（2019-12-31）,2014-05-07,富国基金
000621,易方达现金增利货币B,暂停申购,暂停申购,0.22%,0.71%,1.45%,2.94%,12.00%,20.76%,货币型,504.66亿元（2019-12-31）,2015-02-05,易方达基金
000632,中银聚利半年定开债,暂停申购,暂停申购,-2.60%,-1.04%,2.81%,5.73%,16.46%,30.99%,定开债券,2.67亿元（2019-12-31）,2014-06-05,中银基金
000634,富国天盛灵活配置基金,0.15%,100元起购,3.61%,-1.80%,8.31%,24.37%,65.58%,161.33%,混合型,4.27亿元（2019-12-31）,2014-04-30,富国基金
000628,大成高新技术产业股票,0.15%,100元起购,2.82%,-6.73%,2.32%,7.17%,47.59%,89.80%,股票型,7.70亿元（2019-12-31）,2015-02-03,大成基金
000619,东方红产业升级混合,1.50%,100元起购,0.11%,-12.82%,4.27%,4.89%,49.25%,256.40%,混合型,74.05亿元（2019-12-31）,2014-06-06,上海东方证券资产管理
000618,嘉实薪金宝货币,暂停申购,暂停申购,0.18%,0.61%,1.28%,2.57%,10.33%,22.36%,货币型,146.75亿元（2019-12-31）,2014-04-29,嘉实基金
000617,上投摩根优信增利债券C,0.00%,100元起购,1.17%,-1.39%,-0.54%,0.59%,6.13%,42.43%,债券型,0.04亿元（2019-12-31）,2014-06-11,上投摩根基金
000616,上投摩根优信增利债券A,0.08%,100元起购,1.22%,-1.35%,-0.30%,0.94%,7.41%,45.86%,债券型,2.65亿元（2019-12-31）,2014-06-11,上投摩根基金
000626,大成丰财宝货币A,0.00%,100元起购,0.16%,0.56%,1.19%,2.41%,9.58%,20.26%,货币型,0.09亿元（2019-12-31）,2014-06-18,大成基金
000620,易方达现金增利货币A,暂停申购,暂停申购,0.20%,0.65%,1.33%,2.70%,11.19%,19.27%,货币型,3.47亿元（2019-12-31）,2015-02-05,易方达基金
000627,大成丰财宝货币B,0.00%,5000000元起购,0.18%,0.62%,1.32%,2.66%,10.38%,21.95%,货币型,144.21亿元（2019-12-31）,2014-06-18,大成基金
000625,诺安天天宝B,暂停申购,暂停申购,0.17%,0.57%,1.20%,2.47%,10.23%,22.58%,货币型,0.42亿元（2019-12-31）,2014-04-28,诺安基金
000609,华商新量化混合,0.15%,100元起购,4.97%,5.31%,25.44%,38.47%,41.16%,140.83%,混合型,3.09亿元（2019-12-31）,2014-06-05,华商基金
000614,华安德国30(DAX)联接,0.12%,100元起购,13.55%,-16.06%,-13.04%,-7.90%,-9.14%,1.40%,QDII-指数,3.98亿元（2019-12-31）,2014-08-12,华安基金
000613,国寿安保沪深300ETF联接,0.10%,100元起购,3.19%,-7.30%,-2.29%,-4.28%,11.87%,75.18%,联接基金,53.77亿元（2019-12-31）,2014-06-05,国寿安保基金
000612,华宝生态中国混合,0.15%,100元起购,4.90%,-2.76%,12.48%,13.82%,23.53%,145.74%,混合型,7.12亿元（2019-12-31）,2014-06-13,华宝基金
000606,天弘优选债券,0.06%,100元起购,1.99%,3.82%,4.75%,6.89%,--,15.76%,债券型,97.95亿元（2019-12-31）,2017-09-26,天弘基金
000605,银华多利宝货币B,0.00%,5000000元起购,0.18%,0.61%,1.30%,2.65%,11.04%,23.25%,货币型,130.47亿元（2019-12-31）,2014-04-25,银华基金
000607,招商招钱宝货币B,暂停申购,暂停申购,0.16%,0.57%,1.14%,2.28%,10.27%,22.61%,货币型,920.38亿元（2019-12-31）,2014-04-29,招商基金
000604,银华多利宝货币A,0.00%,100元起购,0.16%,0.55%,1.17%,2.41%,10.24%,21.56%,货币型,2.36亿元（2019-12-31）,2014-04-25,银华基金
000603,易方达创新驱动灵活配置混合,0.15%,100元起购,5.81%,-5.58%,5.11%,3.16%,2.49%,-5.30%,混合型,19.15亿元（2019-12-31）,2015-02-13,易方达基金
000602,富国安益货币,暂停申购,暂停申购,0.18%,0.64%,1.37%,2.74%,10.48%,19.06%,货币型,182.22亿元（2019-12-31）,2014-05-26,富国基金
000601,华宝创新优选混合,0.15%,100元起购,4.93%,1.64%,29.93%,41.94%,73.75%,79.18%,混合型,3.66亿元（2019-12-31）,2014-05-14,华宝基金
000600,汇添富和聚宝货币,0.00%,100元起购,0.19%,0.60%,1.27%,2.54%,10.64%,23.30%,货币型,211.06亿元（2019-12-31）,2014-05-28,汇添富基金
000599,信诚薪金宝货币,暂停申购,暂停申购,0.20%,0.61%,1.27%,2.56%,10.54%,21.91%,货币型,186.25亿元（2019-12-31）,2014-05-14,中信保诚基金
000615,长城工资宝货币A,0.00%,100元起购,0.16%,0.53%,1.18%,2.43%,9.92%,19.88%,货币型,0.75亿元（2019-12-31）,2014-06-25,长城基金
000591,中银健康生活混合,0.15%,100元起购,4.86%,-5.09%,3.67%,12.41%,17.73%,64.00%,混合型,1.38亿元（2019-12-31）,2014-05-20,中银基金
000597,中海积极收益混合,0.08%,100元起购,0.50%,-0.90%,2.97%,13.15%,29.21%,51.57%,混合型,1.57亿元（2019-12-31）,2014-05-26,中海基金
000596,前海开源中证军工指数A,0.12%,100元起购,1.41%,1.41%,7.81%,0.00%,-22.34%,29.70%,股票指数,6.23亿元（2019-12-31）,2014-05-27,前海开源基金
000595,嘉实泰和混合,0.15%,100元起购,6.01%,2.21%,15.99%,41.14%,76.94%,239.01%,混合型,41.19亿元（2019-12-31）,2014-04-04,嘉实基金
000594,大摩进取优选股票,0.15%,100元起购,4.12%,-10.22%,6.50%,11.95%,15.50%,81.80%,股票型,0.57亿元（2019-12-31）,2014-05-29,摩根士丹利华鑫基金
000593,易方达标普消费品指数美元现汇A,暂停申购,暂停申购,18.92%,-19.67%,-8.65%,-11.61%,11.20%,5.98%,QDII-指数,0.52亿元（2019-12-31）,2014-03-28,易方达基金
000592,建信改革红利股票,0.15%,100元起购,5.36%,-1.36%,17.28%,31.90%,33.59%,161.30%,股票型,1.73亿元（2019-12-31）,2014-05-14,建信基金
000598,长盛生态环境混合,0.15%,100元起购,4.67%,9.07%,20.23%,8.41%,35.23%,97.30%,混合型,2.07亿元（2019-12-31）,2014-09-10,长盛基金
000590,华安新活力混合,0.15%,100元起购,1.74%,0.08%,2.14%,6.19%,20.67%,57.12%,混合型,4.22亿元（2019-12-31）,2014-04-01,华安基金
000589,光大银发商机混合,0.15%,100元起购,2.84%,2.50%,15.47%,30.58%,52.61%,165.94%,混合型,2.29亿元（2019-12-31）,2014-04-29,光大保德信基金
000588,招商招钱宝货币A,0.00%,100元起购,0.16%,0.56%,1.12%,2.26%,10.24%,23.18%,货币型,162.57亿元（2019-12-31）,2014-03-25,招商基金
000587,大成灵活配置混合,0.15%,100元起购,3.67%,-1.08%,13.12%,11.35%,14.33%,139.06%,混合型,1.93亿元（2019-12-31）,2014-05-14,大成基金
000586,景顺长城中小板创业板精选股票,0.15%,100元起购,0.26%,-4.94%,21.25%,26.90%,15.03%,90.60%,股票型,5.42亿元（2019-12-31）,2014-04-30,景顺长城基金
000585,嘉实对冲套利定期混合,0.13%,100元起购,0.61%,1.49%,3.57%,9.34%,8.52%,15.90%,混合型,1.48亿元（2019-12-31）,2014-05-16,嘉实基金
000584,新华鑫益灵活配置混合,0.00%,100元起购,-1.84%,3.78%,25.16%,31.01%,70.07%,199.50%,混合型,3.09亿元（2019-12-31）,2014-04-16,新华基金
000583,江信聚福定开债,0.06%,100元起购,0.34%,1.76%,3.49%,4.42%,11.09%,47.80%,定开债券,0.71亿元（2019-12-31）,2014-05-29,江信基金
000581,嘉实活钱包货币A,暂停申购,暂停申购,0.20%,0.63%,1.29%,2.60%,10.60%,23.92%,货币型,268.58亿元（2019-12-31）,2014-03-17,嘉实基金
000580,中邮货币B,0.00%,5000000元起购,0.19%,0.56%,1.18%,2.41%,9.91%,20.42%,货币型,0.17亿元（2019-12-31）,2014-05-28,中邮基金
000579,鑫元恒鑫收益增强C,0.00%,100元起购,2.41%,-1.39%,4.55%,5.69%,2.92%,1.22%,债券型,0.05亿元（2019-12-31）,2014-04-17,鑫元基金
000578,鑫元恒鑫收益增强A,0.06%,100元起购,2.46%,-1.28%,4.76%,6.13%,4.18%,3.56%,债券型,0.05亿元（2019-12-31）,2014-04-17,鑫元基金
000577,安信价值精选股票,0.15%,100元起购,9.83%,-4.04%,12.69%,8.40%,34.23%,216.10%,股票型,40.42亿元（2019-12-31）,2014-04-21,安信基金
000576,中邮货币A,0.00%,100元起购,0.17%,0.50%,1.06%,2.16%,9.12%,19.18%,货币型,1.90亿元（2019-12-31）,2014-05-28,中邮基金
000575,兴全添利宝货币,暂停申购,暂停申购,0.19%,0.62%,1.30%,2.65%,10.65%,24.74%,货币型,874.86亿元（2019-12-31）,2014-02-27,兴证全球基金
000574,宝盈新价值混合A,0.15%,100元起购,6.95%,4.66%,7.85%,13.67%,24.94%,150.23%,混合型,8.94亿元（2019-12-31）,2014-04-10,宝盈基金
000573,天弘通利混合,0.10%,100元起购,1.86%,1.41%,4.02%,10.75%,18.51%,46.46%,混合型,6.27亿元（2019-12-31）,2014-03-14,天弘基金
000572,中银多策略混合,0.15%,100元起购,4.16%,4.71%,6.28%,13.09%,25.04%,71.55%,混合型,6.04亿元（2019-12-31）,2014-03-31,中银基金
000569,鹏华增值宝货币,0.00%,100元起购,0.19%,0.61%,1.27%,2.53%,10.35%,23.72%,货币型,380.99亿元（2019-12-31）,2014-02-26,鹏华基金
000567,广发聚祥灵活混合,0.15%,100元起购,3.83%,-3.66%,5.56%,13.08%,12.87%,84.20%,混合型,2.52亿元（2019-12-31）,2014-03-21,广发基金
000566,华泰柏瑞创新升级混合,0.12%,100元起购,7.37%,2.65%,13.83%,21.45%,68.89%,226.46%,混合型,17.61亿元（2019-12-31）,2014-05-06,华泰柏瑞基金
000563,南方通利债券A,0.08%,100元起购,1.06%,2.96%,4.36%,7.01%,17.65%,48.31%,债券型,36.36亿元（2019-12-31）,2014-04-25,南方基金
000562,南方启元债券C,0.00%,100元起购,1.78%,3.00%,4.07%,6.09%,12.76%,23.77%,债券型,1.71亿元（2019-12-31）,2014-07-25,南方基金
000564,南方通利债券C,0.00%,100元起购,0.97%,2.78%,4.18%,6.50%,16.26%,46.40%,债券型,2.55亿元（2019-12-31）,2014-04-25,南方基金
000552,中加纯债一年A,0.057%,100元起购,0.94%,2.97%,4.72%,7.98%,18.99%,57.84%,定开债券,10.21亿元（2019-12-31）,2014-03-24,中加基金
000560,诺安天天宝E,0.00%,100元起购,0.17%,0.57%,1.20%,2.48%,10.34%,21.45%,货币型,1.96亿元（2019-12-31）,2014-03-25,诺安基金
000556,国投瑞银新机遇灵活配置混合A,0.06%,100元起购,2.08%,4.01%,30.80%,24.55%,58.83%,124.62%,混合型,0.38亿元（2019-12-31）,2014-03-11,国投瑞银基金
000561,南方启元债券A,0.08%,100元起购,1.81%,3.05%,4.32%,6.46%,13.99%,26.50%,债券型,41.78亿元（2019-12-31）,2014-07-25,南方基金
000557,国投瑞银新机遇灵活配置混合C,0.00%,100元起购,2.08%,3.88%,30.48%,24.01%,56.43%,117.85%,混合型,0.56亿元（2019-12-31）,2014-03-11,国投瑞银基金
000553,中加纯债一年C,0.00%,100元起购,0.86%,2.90%,4.56%,7.54%,17.65%,54.30%,定开债券,0.79亿元（2019-12-31）,2014-03-24,中加基金
000554,中国梦灵活配置混合,0.15%,100元起购,4.09%,-5.68%,0.89%,2.64%,2.36%,47.70%,混合型,2.12亿元（2019-12-31）,2014-06-09,南方基金
000559,诺安天天宝A,0.00%,100元起购,0.16%,0.53%,1.13%,2.32%,9.75%,20.25%,货币型,446.50亿元（2019-12-31）,2014-03-25,诺安基金
000551,信诚幸福消费混合,0.15%,100元起购,9.24%,7.49%,18.09%,23.81%,27.58%,130.15%,混合型,4.39亿元（2019-12-31）,2014-04-29,中信保诚基金
000550,广发新动力混合,0.15%,100元起购,7.84%,3.75%,10.02%,5.87%,-7.76%,102.10%,混合型,6.16亿元（2019-12-31）,2014-03-19,广发基金
000546,兴业定开债A,0.06%,100元起购,1.05%,2.58%,4.26%,6.93%,18.22%,49.83%,定开债券,10.72亿元（2019-12-31）,2014-03-13,兴业基金
000549,华安大国新经济股票,0.15%,100元起购,0.69%,-2.71%,18.23%,25.47%,35.91%,133.50%,股票型,1.91亿元（2019-12-31）,2014-04-14,华安基金
000545,中邮核心竞争力灵活配置混合,0.15%,100元起购,1.69%,-1.23%,4.89%,7.23%,-25.57%,20.20%,混合型,5.29亿元（2019-12-31）,2014-04-23,中邮基金
000547,建信健康民生混合,0.15%,100元起购,1.93%,-2.83%,13.04%,25.05%,41.01%,206.00%,混合型,0.88亿元（2019-12-31）,2014-03-21,建信基金
000543,上银慧财宝货币B,0.00%,5000000元起购,0.18%,0.63%,1.33%,2.69%,10.25%,23.82%,货币型,97.78亿元（2019-12-31）,2014-02-27,上银基金
000548,鹏华聚财通货币,0.00%,10元起购,0.16%,0.56%,1.19%,2.40%,--,9.59%,货币型,31.04亿元（2019-12-31）,2017-05-18,鹏华基金
000535,长盛航天海工装备灵活配置混合,0.15%,100元起购,1.70%,-0.52%,4.13%,-4.77%,-15.15%,47.12%,混合型,0.93亿元（2019-12-31）,2014-03-11,长盛基金
000540,国金金腾通货币A,0.00%,100元起购,0.23%,0.69%,1.42%,2.79%,10.91%,26.10%,货币型,148.15亿元（2019-12-31）,2014-02-17,国金基金
000539,中银活期宝货币,暂停申购,暂停申购,0.18%,0.59%,1.25%,2.50%,10.28%,23.98%,货币型,548.05亿元（2020-03-31）,2014-02-14,中银基金
000538,诺安优势行业混合A,0.15%,100元起购,1.79%,0.07%,4.59%,4.91%,6.05%,36.70%,混合型,1.14亿元（2019-12-31）,2014-03-13,诺安基金
000534,长盛高端装备混合,0.15%,100元起购,1.41%,5.94%,28.53%,26.83%,28.85%,101.40%,混合型,3.02亿元（2019-12-31）,2014-03-25,长盛基金
000542,上银慧财宝货币A,0.00%,100元起购,0.16%,0.57%,1.21%,2.45%,9.46%,22.02%,货币型,3.78亿元（2019-12-31）,2014-02-27,上银基金
000536,前海开源可转债债券,0.08%,100元起购,1.18%,-1.04%,1.18%,1.30%,14.57%,22.36%,债券型,0.53亿元（2019-12-31）,2014-03-25,前海开源基金
000541,华商创新成长混合发起式,0.15%,100元起购,7.99%,8.55%,29.82%,40.89%,22.96%,107.25%,混合型,5.71亿元（2019-12-31）,2014-03-18,华商基金
000526,国泰浓益灵活配置混合A,0.08%,100元起购,1.24%,0.54%,4.43%,3.12%,6.26%,39.62%,混合型,1.45亿元（2019-12-31）,2014-03-04,国泰基金
000527,南方新优享灵活配置混合A,0.15%,10元起购,7.95%,4.58%,15.36%,27.37%,55.51%,224.40%,混合型,24.13亿元（2019-12-31）,2014-02-26,南方基金
000532,景顺长城优势企业混合,0.15%,100元起购,8.87%,0.00%,8.33%,19.58%,67.67%,140.60%,混合型,3.17亿元（2019-12-31）,2014-03-19,景顺长城基金
000529,广发竞争优势混合,0.15%,10元起购,8.63%,-3.39%,1.41%,17.61%,49.04%,116.40%,混合型,7.97亿元（2019-12-31）,2014-03-12,广发基金
000531,东吴阿尔法灵活配置混合,0.15%,1000元起购,5.99%,-2.12%,5.39%,7.40%,18.99%,29.10%,混合型,0.75亿元（2019-12-31）,2014-03-19,东吴基金
000533,永赢货币,0.00%,100元起购,0.18%,0.60%,1.30%,2.67%,10.94%,23.37%,货币型,104.02亿元（2019-12-31）,2014-02-27,永赢基金
000530,招商丰盛稳定增长混合A,0.15%,100元起购,0.76%,-4.41%,9.59%,16.08%,19.82%,45.10%,混合型,0.57亿元（2019-12-31）,2014-03-20,招商基金
000528,工银薪金货币A,0.00%,100元起购,0.18%,0.61%,1.26%,2.56%,10.46%,22.81%,货币型,68.07亿元（2019-12-31）,2014-01-27,工银瑞信基金
000513,富国高端制造行业股票,0.15%,100元起购,7.10%,3.06%,20.37%,37.07%,64.56%,132.20%,股票型,8.53亿元（2019-12-31）,2014-06-20,富国基金
000523,国投瑞银医疗保健混合,0.15%,100元起购,10.49%,18.96%,29.76%,38.50%,56.93%,164.67%,混合型,4.34亿元（2019-12-31）,2014-02-25,国投瑞银基金
000520,上银新兴价值成长混合,0.15%,1000元起购,4.81%,-6.79%,-1.17%,7.12%,22.08%,129.45%,混合型,3.52亿元（2019-12-31）,2014-05-06,上银基金
000521,诺安瑞鑫定开债券,暂停申购,暂停申购,2.08%,3.80%,5.19%,7.26%,--,14.36%,定开债券,40.60亿元（2019-12-31）,2017-12-28,诺安基金
000522,华润元大信息传媒科技混合,0.15%,100元起购,-0.05%,1.27%,30.69%,43.67%,43.26%,99.70%,混合型,0.63亿元（2019-12-31）,2014-03-31,华润元大基金
000517,富国祥利一年期定期开放债券型C,暂停申购,暂停申购,1.18%,2.83%,4.47%,8.48%,--,19.90%,定开债券,0.00亿元（2019-12-31）,2017-08-30,富国基金
000516,富国祥利一年期定期开放债券型A,暂停申购,暂停申购,1.21%,2.94%,4.68%,8.93%,--,21.17%,定开债券,20.10亿元（2019-12-31）,2017-08-30,富国基金
000524,上投摩根民生需求股票,0.15%,100元起购,4.66%,5.69%,21.74%,38.99%,18.02%,141.58%,股票型,2.06亿元（2019-12-31）,2014-03-14,上投摩根基金
000511,国泰国策驱动灵活配置混合A,0.08%,100元起购,1.92%,0.65%,6.51%,7.10%,1.12%,53.80%,混合型,1.00亿元（2019-12-31）,2014-02-17,国泰基金
000507,泰达宏利宏达混合A,0.12%,100元起购,1.88%,-0.38%,3.26%,7.72%,21.42%,53.27%,混合型,2.13亿元（2019-12-31）,2014-03-05,泰达宏利基金
000512,国泰沪深300指数增强A,0.10%,100元起购,3.88%,-6.49%,-0.74%,-1.32%,6.77%,85.13%,股票指数,6.21亿元（2019-12-31）,2014-05-19,国泰基金
000503,中信建投景和中短债A,0.03%,100元起购,0.72%,1.65%,2.35%,4.51%,9.61%,30.69%,债券型,15.79亿元（2019-12-31）,2014-01-27,中信建投基金
000502,华富恒富18个月定开债A,0.08%,100元起购,0.33%,1.87%,5.47%,7.59%,23.12%,52.81%,定开债券,2.55亿元（2019-12-31）,2014-03-19,华富基金
000504,中信建投景和中短债C,0.00%,100元起购,0.68%,1.54%,2.15%,4.10%,8.31%,27.40%,债券型,4.37亿元（2019-12-31）,2014-01-27,中信建投基金
000508,泰达宏利宏达混合B,0.00%,100元起购,1.87%,-0.40%,3.20%,7.44%,20.08%,48.79%,混合型,0.22亿元（2019-12-31）,2014-03-05,泰达宏利基金
000505,国寿安保货币A,0.00%,100元起购,0.20%,0.59%,1.22%,2.39%,9.26%,22.48%,货币型,126.58亿元（2019-12-31）,2014-01-20,国寿安保基金
000506,国寿安保货币B,0.00%,5000000元起购,0.22%,0.65%,1.34%,2.63%,10.05%,24.33%,货币型,30.67亿元（2019-12-31）,2014-01-20,国寿安保基金
000509,广发钱袋子货币A,0.00%,100元起购,0.19%,0.59%,1.24%,2.48%,10.21%,24.87%,货币型,163.74亿元（2019-12-31）,2014-01-10,广发基金
000501,华富恒富18个月定开债C,0.00%,100元起购,0.29%,1.76%,5.25%,7.14%,21.52%,36.34%,定开债券,0.13亿元（2019-12-31）,2014-03-19,华富基金
000497,财通纯债债券A,暂停申购,暂停申购,1.46%,2.12%,2.09%,4.91%,14.53%,18.03%,债券型,6.26亿元（2019-12-31）,2014-01-17,财通基金
000493,南方现金通A,0.00%,100元起购,0.18%,0.58%,1.24%,2.53%,10.77%,25.50%,货币型,0.02亿元（2019-12-31）,2014-01-21,南方基金
000490,光大岁末红利纯债C,0.00%,100元起购,0.77%,2.27%,3.45%,6.56%,12.66%,25.27%,债券型,0.01亿元（2019-12-31）,2014-08-12,光大保德信基金
000488,嘉实3个月理财债券E,暂停申购,暂停申购,0.35%,0.53%,0.53%,0.53%,2.91%,6.12%,理财型,0.25亿元（2019-12-31）,2014-06-27,嘉实基金
000489,光大岁末红利纯债A,0.08%,100元起购,0.79%,2.31%,3.57%,6.90%,13.86%,28.24%,债券型,10.31亿元（2019-12-31）,2014-08-12,光大保德信基金
000496,长安产业精选混合A,0.15%,100元起购,0.67%,-9.16%,-2.02%,7.95%,21.36%,53.38%,混合型,0.13亿元（2019-12-31）,2014-05-07,长安基金
000495,南方现金通C,暂停申购,暂停申购,0.19%,0.61%,1.30%,2.65%,11.15%,26.42%,货币型,95.46亿元（2019-12-31）,2014-01-21,南方基金
000494,南方现金通B,暂停申购,暂停申购,0.18%,0.60%,1.26%,2.58%,10.94%,25.91%,货币型,0.06亿元（2019-12-31）,2014-01-21,南方基金
000487,嘉实3个月理财债券A,0.00%,100元起购,0.33%,0.48%,0.48%,0.48%,2.73%,3.83%,理财型,0.71亿元（2019-12-31）,2014-06-27,嘉实基金
000484,鑫元货币B,0.00%,5000000元起购,0.16%,0.55%,1.14%,2.37%,9.92%,24.67%,货币型,33.29亿元（2019-12-31）,2013-12-30,鑫元基金
000481,华商双债丰利债券C,0.00%,100元起购,-16.03%,-15.73%,-16.73%,-17.89%,-42.73%,-4.13%,债券型,0.61亿元（2019-12-31）,2014-01-28,华商基金
000478,建信中证500指数增强A,0.15%,100元起购,2.67%,-4.96%,2.68%,-7.24%,-15.01%,104.41%,股票指数,58.81亿元（2019-12-31）,2014-01-27,建信基金
000485,嘉实1个月理财债券A,0.00%,100元起购,0.29%,0.29%,0.29%,1.12%,--,2.33%,理财型,1.39亿元（2018-06-30）,2013-12-24,嘉实基金
000486,嘉实1个月理财债券E,暂停申购,暂停申购,0.31%,0.31%,0.31%,1.17%,2.44%,3.11%,理财型,0.11亿元（2018-06-30）,2013-12-24,嘉实基金
000477,广发主题领先混合,0.15%,100元起购,8.27%,-1.58%,4.64%,4.85%,1.06%,62.30%,混合型,10.83亿元（2019-12-31）,2014-07-31,广发基金
000483,鑫元货币A,0.00%,100元起购,0.14%,0.49%,1.02%,2.12%,9.13%,22.79%,货币型,3.05亿元（2019-12-31）,2013-12-30,鑫元基金
000480,东方红新动力混合,1.50%,100元起购,0.39%,-10.58%,-0.76%,-9.09%,9.04%,149.10%,混合型,31.40亿元（2019-12-31）,2014-01-28,上海东方证券资产管理
000475,广发天天利货币A,0.00%,100元起购,0.16%,0.54%,1.12%,2.27%,9.90%,22.32%,货币型,6.66亿元（2019-12-31）,2014-01-27,广发基金
000463,华商双债丰利债券A,0.08%,100元起购,-15.94%,-15.65%,-16.53%,-17.59%,-41.84%,-0.57%,债券型,2.59亿元（2019-12-31）,2014-01-28,华商基金
000465,景顺长城鑫月薪定期支付债券,0.06%,1000元起购,1.75%,3.47%,4.40%,7.08%,15.12%,37.66%,定开债券,5.28亿元（2019-12-31）,2014-03-20,景顺长城基金
000464,嘉实活期宝货币,0.00%,100元起购,0.19%,0.60%,1.24%,2.50%,10.38%,26.15%,货币型,154.11亿元（2019-12-31）,2013-12-18,嘉实基金
000471,富国城镇发展股票,0.15%,100元起购,7.89%,-3.93%,5.59%,19.86%,-24.81%,87.12%,股票型,10.35亿元（2019-12-31）,2014-01-28,富国基金
000476,广发天天利货币B,0.00%,5000000元起购,0.18%,0.60%,1.24%,2.52%,10.69%,24.14%,货币型,0.43亿元（2019-12-31）,2014-01-27,广发基金
000469,富国目标齐利一年期纯债债券,0.06%,100元起购,0.82%,2.22%,3.28%,5.85%,17.64%,35.33%,定开债券,12.32亿元（2019-12-31）,2014-07-25,富国基金
000466,融通通瑞债券A/B,0.06%,100元起购,2.51%,2.22%,5.75%,2.22%,6.67%,18.65%,债券型,0.14亿元（2019-12-31）,2014-03-21,融通基金
000462,农银主题轮动混合,0.15%,100元起购,5.44%,5.96%,18.49%,31.78%,35.93%,45.17%,混合型,5.91亿元（2019-12-31）,2015-04-10,农银汇理基金
000435,建信稳定添利债券A,0.06%,100元起购,0.99%,0.56%,2.26%,-0.57%,7.58%,53.58%,债券型,0.17亿元（2019-12-31）,2013-12-10,建信基金
000437,融通月月添利定开债A,0.08%,100元起购,1.33%,3.13%,4.30%,7.42%,17.04%,31.03%,定开债券,6.51亿元（2019-12-31）,2014-08-29,融通基金
000438,融通月月添利定开债B,0.00%,100元起购,1.33%,2.98%,4.18%,7.11%,15.83%,28.57%,定开债券,0.03亿元（2019-12-31）,2014-08-29,融通基金
000457,上投摩根核心成长股票,0.15%,100元起购,4.18%,-3.22%,7.71%,7.64%,3.25%,103.92%,股票型,33.89亿元（2019-12-31）,2014-02-10,上投摩根基金
000436,易方达裕惠定开混合发起式,暂停申购,暂停申购,1.41%,1.91%,4.27%,7.35%,24.42%,110.27%,混合型,31.86亿元（2019-12-31）,2013-12-17,易方达基金
000439,国金鑫盈货币,0.00%,100元起购,0.18%,0.55%,1.13%,2.27%,7.56%,21.32%,货币型,2.89亿元（2019-12-31）,2013-12-16,国金基金
000452,南方医药保健灵活配置混合,0.15%,100元起购,13.21%,11.10%,19.12%,53.39%,64.56%,191.04%,混合型,6.92亿元（2019-12-31）,2014-01-23,南方基金
000458,英大领先回报混合发起式,0.12%,1000元起购,-0.11%,-0.82%,8.25%,-0.83%,22.43%,72.19%,混合型,0.44亿元（2020-03-31）,2014-03-05,英大基金
000423,前海开源事件驱动混合A,0.15%,100元起购,4.53%,13.19%,22.14%,14.89%,64.86%,91.40%,混合型,0.90亿元（2019-12-31）,2013-12-19,前海开源基金
000432,中银优秀企业混合,0.15%,100元起购,3.61%,-0.21%,17.38%,17.16%,22.69%,92.50%,混合型,1.53亿元（2019-12-31）,2014-01-28,中银基金
000431,鹏华品牌传承混合,0.15%,100元起购,6.96%,-0.65%,14.04%,25.21%,61.20%,97.72%,混合型,1.41亿元（2019-12-31）,2014-01-28,鹏华基金
000425,长盛添利宝货币B,0.00%,5000000元起购,0.16%,0.57%,1.21%,2.43%,9.81%,24.63%,货币型,2.23亿元（2019-12-31）,2013-12-09,长盛基金
000433,安信鑫发优选混合,0.10%,100元起购,3.57%,-2.17%,6.18%,-1.21%,5.93%,30.50%,混合型,0.39亿元（2019-12-31）,2013-12-31,安信基金
000422,华泰柏瑞丰汇债券C,0.00%,100元起购,1.85%,3.34%,4.78%,6.64%,16.32%,24.00%,债券型,0.01亿元（2019-12-31）,2014-12-11,华泰柏瑞基金
000434,新华壹诺宝货币A,0.00%,100元起购,0.14%,0.52%,1.11%,2.19%,9.40%,22.33%,货币型,4.59亿元（2019-12-31）,2013-12-03,新华基金
000424,长盛添利宝货币A,0.00%,100元起购,0.14%,0.51%,1.09%,2.19%,9.02%,22.77%,货币型,49.30亿元（2019-12-31）,2013-12-09,长盛基金
000421,华泰柏瑞丰汇债券A,0.08%,100元起购,1.89%,3.45%,4.95%,6.91%,17.31%,26.93%,债券型,4.46亿元（2019-12-31）,2014-12-11,华泰柏瑞基金
000419,大摩优质信价纯债A,0.08%,100元起购,0.82%,2.04%,3.35%,6.02%,17.77%,35.08%,债券型,22.25亿元（2019-12-31）,2014-11-25,摩根士丹利华鑫基金
